id,kandidat,valg,parti,rangering,rangering_original,valgt,personstemmer,slengere,partistemmer,partiprosent,parti_original,count,election,total_hits,decay,hits_after_list_public,cum_hits,hits_before_list_public
kandidat000172,Arve Bakken,2007,kp,42,9,Ikke valgt,0,0,120000,0.04,Kystpartiet,0,2007-09-10,54,0.173217899607622,0,93,93
kandidat000173,Arve Lønnum,2007,frp,16,50,Vara,237,31,38873,14.3,Fremskrittspartiet,268,2007-09-10,80,5.89144186802831,16,1185,1169
kandidat000174,Arve Lønnum,2015,frp,17,33,Ikke valgt,173,36,19311,6.03,Fremskrittspartiet,209,2015-09-14,369,3.07227166651041,10,1693,1683
kandidat000175,Arvid Arnold Austad,2007,dem,49,36,Ikke valgt,0,0,306000,0.11,Demokratene,0,NA,0,0,0,0,0
kandidat000176,Arvid Ellingsen,2011,sv,43,28,Ikke valgt,97,19,19477,6.28,Sosialistisk Venstreparti,116,2011-09-12,140,0.578214033971694,2,355,353
kandidat000177,Asbjørn Ulsberg,2015,pirat,12,8,Ikke valgt,23,6,805,0.25,Piratpartiet,29,2015-09-14,1,1.62136086534843e-09,0,4,4
kandidat000178,Åse Garten Galtrud,2007,rv,8,8,Vara,265,9,14131,5.2,Rød Valgallianse,274,2007-09-10,3,2.45691647894858e-08,0,4,4
kandidat000179,Åse Rellsve,2011,sv,51,49,Ikke valgt,79,2,19477,6.28,Sosialistisk Venstreparti,81,2011-09-12,2,5.39353701668379e-08,0,12,12
kandidat000180,Åse Tveiten,2011,v,61,61,Ikke valgt,50,1,25351,8.17,Venstre,51,2011-09-12,6,0.000802403960316435,0,42,42
kandidat000181,Åse Tveiten,2015,v,60,57,Ikke valgt,73,4,21986,6.86,Venstre,77,2015-09-14,13,0.680936418096218,1,55,54
kandidat000182,Åshild Lappegård Lahn,2015,rv,21,16,Ikke valgt,245,21,16174,5.05,Rødt,266,2015-09-14,85,1.94525108724406,5,471,466
kandidat000183,Åshild Olaussen,2015,sv,41,51,Ikke valgt,139,7,17445,5.44,Sosialistisk Venstreparti,146,2015-09-14,29,0.285146089513567,2,56,54
kandidat000184,Åshild Schmidt,2007,krf,17,8,Ikke valgt,76,7,8368,3.08,Kristelig Folkeparti,83,2007-09-10,14,0.0301720732337906,0,17,17
kandidat000185,Aslak Aslaksen,2007,h,22,13,Vara,681,35,68475,25.19,Høyre,716,2007-09-10,25,1.25258758061777,2,68,66
kandidat000186,Aslak Aslaksen,2011,h,27,12,Vara,699,19,110776,35.7,Høyre,718,2011-09-12,56,1.35580403331194,6,124,118
kandidat000187,Aslak Aslaksen,2015,h,54,39,Ikke valgt,318,16,101882,31.8,Høyre,334,2015-09-14,111,0.678059616371892,2,235,233
kandidat000188,Aslak Nore,2007,osby,20,63,Ikke valgt,17,13,1466,0.54,Oslo Byaksjon,30,2007-09-10,501,19.0364430531985,37,586,549
kandidat000189,Aslak Sira Myhre,2007,rv,11,63,Ikke valgt,462,88,14131,5.2,Rød Valgallianse,550,2007-09-10,959,40.5625602875108,62,2532,2470
kandidat000190,Aslak Sira Myhre,2011,rv,14,56,Ikke valgt,383,87,11257,3.63,Rødt,470,2011-09-12,1722,27.2883015229881,86,4254,4168
kandidat000191,Aslak Sira Myhre,2015,rv,11,63,Ikke valgt,726,117,16174,5.05,Rødt,843,2015-09-14,2749,115.770192370405,231,7003,6772
kandidat000192,Aslak Syse,2015,sv,32,46,Ikke valgt,165,41,17445,5.44,Sosialistisk Venstreparti,206,2015-09-14,628,10.2853384621636,25,1603,1578
kandidat000193,Aslaug Unneberg,2011,sp,51,51,Ikke valgt,6,1,1591,0.51,Senterpartiet,7,2011-09-12,2,0.0030184628406133,0,3,3
kandidat000194,Åsmund Strand Johansen,2007,sv,34,23,Ikke valgt,184,9,28701,10.56,Sosialistisk Venstreparti,193,2007-09-10,17,0.769751382486155,5,26,21
kandidat000195,Åsmund Strand Johansen,2011,sv,24,16,Ikke valgt,200,17,19477,6.28,Sosialistisk Venstreparti,217,2011-09-12,4,0.162512658561377,1,30,29
kandidat000196,Astrid Beate Sveen,2011,pp,18,23,Ikke valgt,10,4,1045,0.34,Pensjonistpartiet,14,NA,0,0,0,0,0
kandidat000197,Astrid Charlotte Seeberg,2007,v,19,12,Ikke valgt,310,26,23703,8.72,Venstre,336,NA,0,0,0,0,0
kandidat000198,Astrid Charlotte Seeberg,2011,v,46,56,Ikke valgt,87,4,25351,8.17,Venstre,91,2011-09-12,6,1.38579462374326e-08,0,6,6
kandidat000199,Astrid Midtbø,2011,mdg,14,12,Ikke valgt,88,10,7653,2.47,Miljøpartiet De Grønne,98,2011-09-12,4,0.0060630785172214,0,7,7
kandidat000200,Aud Kristine Johnsen,2007,sv,45,37,Ikke valgt,139,0,28701,10.56,Sosialistisk Venstreparti,139,2007-09-10,3,0.93060132797865,1,3,2
kandidat000201,Aud Krogh Skaugen,2011,v,59,58,Ikke valgt,52,4,25351,8.17,Venstre,56,NA,0,0,0,0,0
kandidat000202,Aud Krogh Skaugen,2015,v,59,50,Ikke valgt,75,6,21986,6.86,Venstre,81,2015-09-14,1,0,0,1,1
kandidat000203,Aud Kvalbein,2007,krf,1,1,Valgt,1329,265,8368,3.08,Kristelig Folkeparti,1594,2007-09-10,596,141.814952959003,210,693,483
kandidat000204,Aud Kvalbein,2011,krf,1,1,Valgt,1583,243,7571,2.44,Kristelig Folkeparti,1826,2011-09-12,2106,152.538728722974,210,2799,2589
kandidat000205,Aud Kvalbein,2015,krf,4,57,Vara,390,28,7827,2.44,Kristelig Folkeparti,418,2015-09-14,1896,111.254171232592,178,4695,4517
kandidat000206,Aud Turid Erdal,2011,pp,16,19,Ikke valgt,14,1,1045,0.34,Pensjonistpartiet,15,NA,0,0,0,0,0
kandidat000207,Audun Herning,2007,sv,13,11,Vara,627,74,28701,10.56,Sosialistisk Venstreparti,701,2007-09-10,833,5.27894188241416,9,844,835
kandidat000208,Audun Rødningsby,2007,v,15,8,Ikke valgt,408,37,23703,8.72,Venstre,445,2007-09-10,124,1.71044123168637,2,134,132
kandidat000209,Audun Rødningsby,2011,v,16,9,Ikke valgt,241,23,25351,8.17,Venstre,264,2011-09-12,194,1.96905441019472,3,328,325
kandidat000210,Audun Skjelvan,2007,kp,11,36,Ikke valgt,1,4,120000,0.04,Kystpartiet,5,2007-09-10,1,0.00409905016165521,0,4,4
kandidat000211,Avigaiel Sholamit Ohana,2007,pp,17,13,Ikke valgt,9,2,1414,0.52,Pensjonistpartiet,11,NA,0,0,0,0,0
kandidat000212,Axel Fougner,2007,v,35,33,Ikke valgt,173,15,23703,8.72,Venstre,188,2007-09-10,7,1.3127308263728e-09,0,7,7
kandidat000213,Axel Stang Laache,2011,kp,18,16,Ikke valgt,2,0,126000,0.04,Kystpartiet,2,NA,0,0,0,0,0
kandidat000214,Axel Storebø,2011,krf,40,48,Ikke valgt,45,16,7571,2.44,Kristelig Folkeparti,61,2011-09-12,13,1.86473786146987,5,13,8
kandidat000215,Ayan Ali,2015,rv,23,23,Ikke valgt,188,21,16174,5.05,Rødt,209,2015-09-14,1,4.01728462877544e-13,0,11,11
kandidat000216,Ayesha Wolasmal,2011,ap,34,51,Vara,824,44,102707,33.1,Det norske Arbeiderparti,868,2011-09-12,21,0.785680788834324,3,23,20
kandidat000217,Ayser Farhad,2011,rv,49,45,Ikke valgt,52,4,11257,3.63,Rødt,56,2011-09-12,1,0.977262483773277,1,1,0
kandidat000218,Ayser Yüce Farhad,2015,rv,41,25,Ikke valgt,113,8,16174,5.05,Rødt,121,NA,0,0,0,0,0
kandidat000219,Baghi Taleb Ol Elm,2015,rv,56,31,Ikke valgt,81,3,16174,5.05,Rødt,84,2015-09-14,1,2.7518291525443e-09,0,70,70
kandidat000220,Balwinder Kaur,2007,sv,6,8,Valgt,943,128,28701,10.56,Sosialistisk Venstreparti,1071,2007-09-10,6,0.0278158799411297,0,16,16
kandidat000221,Balwinder Kaur,2011,sv,10,11,Vara,342,95,19477,6.28,Sosialistisk Venstreparti,437,2011-09-12,29,1.18856906526419,2,45,43
kandidat000222,Bård Alexander Meringen,2011,dem,5,17,Ikke valgt,3,6,214000,0.07,Demokratene i Norge,9,2011-09-12,1,0.00711891466406466,0,1,1
kandidat000223,Bård Folke Fredriksen,2007,h,4,4,Valgt,2120,105,68475,25.19,Høyre,2225,2007-09-10,844,227.347801468813,363,1937,1574
kandidat000224,Bård Folke Fredriksen,2011,h,5,4,Valgt,2015,83,110776,35.7,Høyre,2098,2011-09-12,1568,92.2507796500903,176,3505,3329
kandidat000225,Bård Folke Fredriksen,2015,h,4,4,Valgt,2477,128,101882,31.8,Høyre,2605,2015-09-14,3082,92.0448584998278,190,6587,6397
kandidat000226,Bård Inge Solheim,2007,mdg,55,27,Ikke valgt,5,0,1687,0.62,Miljøpartiet De Grønne,5,NA,0,0,0,0,0
kandidat000227,Bård Torgersen,2007,osby,21,43,Ikke valgt,19,10,1466,0.54,Oslo Byaksjon,29,2007-09-10,197,7.74466183589295,10,266,256
kandidat000228,Bashe Musse,2011,ap,15,58,Valgt,2246,25,102707,33.1,Det norske Arbeiderparti,2271,2011-09-12,480,27.3400867046548,71,716,645
kandidat000229,Bashe Musse,2015,ap,24,61,Vara,2158,41,102431,31.97,Arbeiderpartiet,2199,2015-09-14,336,0.123617078923479,0,1052,1052
kandidat000230,Bastian Winde Harbo,2015,lib,1,1,Ikke valgt,99,37,458,0.14,Liberalistene Oslo,136,2015-09-14,84,13.6942889387469,24,88,64
kandidat000231,Beate Bruun,2015,sv,31,29,Ikke valgt,196,21,17445,5.44,Sosialistisk Venstreparti,217,2015-09-14,25,0.0439123558240559,0,44,44
kandidat000232,Beate Folkestad Habhab,2015,mdg,4,3,Valgt,1146,201,26096,8.14,Miljøpartiet De Grønne,1347,2015-09-14,22,2.00956889038168,5,45,40
kandidat000233,Beate Holland,2015,frp,26,28,Ikke valgt,140,8,19311,6.03,Fremskrittspartiet,148,2015-09-14,107,7.7478171360827e-05,0,113,113
kandidat000234,Beate Homlong,2007,sp,17,11,Ikke valgt,29,3,2189,0.81,Senterpartiet,32,2007-09-10,6,0.00492712324384607,0,8,8
kandidat000235,Beate Homlong,2011,sp,27,15,Ikke valgt,11,3,1591,0.51,Senterpartiet,14,2011-09-12,12,0.163489185856544,0,20,20
kandidat000236,Beate Homlong,2015,sp,47,36,Ikke valgt,7,2,1926,0.6,Senterpartiet,9,2015-09-14,3,1.34643307550573e-10,0,23,23
kandidat000237,Beate Mikalsen,2007,h,57,45,Ikke valgt,197,3,68475,25.19,Høyre,200,2007-09-10,2,0.371603251795273,1,2,1
kandidat000238,Beate Svenningsen,2007,ap,29,24,Vara,722,79,81265,29.89,Det norske Arbeiderparti,801,2007-09-10,6,0.842799174195979,2,18,16
kandidat000239,Beatrice Halsaa,2011,sv,50,45,Ikke valgt,80,4,19477,6.28,Sosialistisk Venstreparti,84,2011-09-12,53,0.0741304419403324,0,139,139
kandidat000240,Beatrice Solomon Gill,2011,ksp,3,4,Ikke valgt,13,8,235000,0.08,Kristent Samlingsparti,21,2011-09-12,1,1.06895415361435e-08,0,1,1
kandidat000241,Ben Bjørke,2007,osby,41,26,Ikke valgt,7,6,1466,0.54,Oslo Byaksjon,13,2007-09-10,1,0.3024014015295,1,1,0
kandidat000242,Ben Borgen,2011,rv,50,60,Ikke valgt,45,8,11257,3.63,Rødt,53,2011-09-12,331,2.60215330315309,5,727,722
kandidat000243,Ben Borgen,2015,rv,50,53,Ikke valgt,83,20,16174,5.05,Rødt,103,2015-09-14,37,0.115280486850829,0,764,764
kandidat000244,Benedicte Alnæs,2015,fi,9,6,Ikke valgt,42,27,1388,0.43,Feministisk Initiativ,69,2015-09-14,12,0.16975273967201,0,12,12
kandidat000245,Benedicte I. Brynsrud Sjøflot,2011,v,42,57,Ikke valgt,97,7,25351,8.17,Venstre,104,NA,0,0,0,0,0
kandidat000246,Benedikte Tollefsen-Minos,2007,krf,4,3,Vara,551,76,8368,3.08,Kristelig Folkeparti,627,2007-09-10,1,0.479026193188751,1,2,1
kandidat000247,Benedikte Tollefsen-Minos,2011,krf,7,14,Ikke valgt,235,14,7571,2.44,Kristelig Folkeparti,249,2011-09-12,22,7.25848084454221e-07,0,24,24
kandidat000248,Benedikte Tollefsen-Minos,2015,krf,15,43,Ikke valgt,136,8,7827,2.44,Kristelig Folkeparti,144,NA,0,0,0,0,0
kandidat000249,Benjamin Endré Larsen,2011,sv,14,10,Ikke valgt,293,59,19477,6.28,Sosialistisk Venstreparti,352,2011-09-12,37,0.398218611001283,1,52,51
kandidat000250,Benjamin Endré Larsen,2015,sv,8,4,Vara,560,137,17445,5.44,Sosialistisk Venstreparti,697,2015-09-14,43,4.73527365893831,6,95,89
kandidat000251,Benjamin Jonsrud,2007,sv,44,52,Ikke valgt,115,26,28701,10.56,Sosialistisk Venstreparti,141,2007-09-10,41,1.61766752078932,2,41,39
kandidat000252,Benjamin Myklebust,2011,mdg,45,39,Ikke valgt,30,8,7653,2.47,Miljøpartiet De Grønne,38,2011-09-12,21,2.73325042675709,5,24,19
kandidat000253,Bente Johnsen,2011,dem,4,3,Ikke valgt,8,5,214000,0.07,Demokratene i Norge,13,2011-09-12,84,1.19563064013616,2,212,210
kandidat000254,Bente-Marie Nørgård,2015,v,55,47,Ikke valgt,86,4,21986,6.86,Venstre,90,2015-09-14,14,0.00842752265172924,0,39,39
kandidat000255,Bente M Larsen,2015,ap,41,28,Vara,1028,47,102431,31.97,Arbeiderpartiet,1075,2015-09-14,21,1.68556350709325,2,35,33
kandidat000256,Bente Moseng,2007,rv,49,44,Ikke valgt,39,4,14131,5.2,Rød Valgallianse,43,2007-09-10,2,0.865106270336455,2,8,6
kandidat000257,Bente Schjelderup With,2011,kp,6,20,Ikke valgt,6,1,126000,0.04,Kystpartiet,7,NA,0,0,0,0,0
kandidat000258,Benthe Lill Krigerød,2015,rv,52,43,Ikke valgt,95,5,16174,5.05,Rødt,100,2015-09-14,7,0.000519637314005564,0,20,20
kandidat000259,Bent Trulsrud Nord,2007,h,60,46,Ikke valgt,170,11,68475,25.19,Høyre,181,2007-09-10,1,0.00142298286700444,0,2,2
kandidat000260,Beret Werner,2007,rv,50,60,Ikke valgt,38,4,14131,5.2,Rød Valgallianse,42,2007-09-10,22,2.32863425440956,10,22,12
kandidat000261,Beret Werner,2011,rv,44,50,Ikke valgt,57,7,11257,3.63,Rødt,64,2011-09-12,271,2.41793595999691,5,293,288
kandidat000262,Berit Gjerull,2007,krf,41,33,Ikke valgt,28,2,8368,3.08,Kristelig Folkeparti,30,NA,0,0,0,0,0
kandidat000263,Berit Jagmann,2007,rv,26,31,Ikke valgt,132,7,14131,5.2,Rød Valgallianse,139,2007-09-10,25,2.84073862437075,3,314,311
kandidat000264,Berit Jensen Riis,2007,frp,9,10,Valgt,512,17,38873,14.3,Fremskrittspartiet,529,2007-09-10,5,1.85044917282921,2,5,3
kandidat000265,Berit Jensen Riis,2011,frp,21,14,Ikke valgt,127,24,21852,7.04,Fremskrittspartiet,151,2011-09-12,42,3.10708551581978,4,47,43
kandidat000266,Berit Kraft,2007,pp,4,4,Ikke valgt,29,3,1414,0.52,Pensjonistpartiet,32,NA,0,0,0,0,0
kandidat000267,Berit Kraft,2011,pp,10,8,Ikke valgt,16,1,1045,0.34,Pensjonistpartiet,17,2011-09-12,1,1.19923127092213e-08,0,1,1
kandidat000268,Berit Kraft,2015,pp,11,7,Ikke valgt,19,2,1169,0.36,Pensjonistpartiet,21,NA,0,0,0,0,0
kandidat000269,Berit Kvæven,2007,v,20,16,Ikke valgt,257,29,23703,8.72,Venstre,286,2007-09-10,28,1.51634566551283,2,221,219
kandidat000270,Berit Kvæven,2015,v,49,43,Ikke valgt,97,7,21986,6.86,Venstre,104,2015-09-14,82,0.0175971265104205,0,348,348
kandidat000271,Berit Laukholm,2011,pp,21,27,Ikke valgt,10,1,1045,0.34,Pensjonistpartiet,11,2011-09-12,1,2.56172470349606e-08,0,2,2
kandidat000272,Berit Lovise Aspelund,2007,pp,30,30,Ikke valgt,7,0,1414,0.52,Pensjonistpartiet,7,NA,0,0,0,0,0
kandidat000273,Berit Mouna,2007,pp,24,29,Ikke valgt,8,1,1414,0.52,Pensjonistpartiet,9,NA,0,0,0,0,0
kandidat000274,Berit Solli,2011,h,43,52,Vara,433,21,110776,35.7,Høyre,454,2011-09-12,67,4.55436542758217,6,605,599
kandidat000275,Berit Vaage,2011,pp,22,31,Ikke valgt,10,1,1045,0.34,Pensjonistpartiet,11,2011-09-12,7,0.109472551524752,1,7,6
kandidat000276,Beth Hartmann,2007,rv,60,58,Ikke valgt,32,2,14131,5.2,Rød Valgallianse,34,2007-09-10,17,1.827047849912,2,17,15
kandidat000277,Bettina Thorvik,2011,ap,10,7,Valgt,1789,60,102707,33.1,Det norske Arbeiderparti,1849,2011-09-12,166,14.2751588482006,52,189,137
kandidat000278,Birgit Skarstein,2015,ap,21,24,Vara,2559,163,102431,31.97,Arbeiderpartiet,2722,2015-09-14,2925,121.039194132729,206,2934,2728
kandidat000279,Bjarne Benjaminsen,2007,mdg,62,55,Ikke valgt,2,1,1687,0.62,Miljøpartiet De Grønne,3,2007-09-10,4,0.0203021039549271,0,7,7
kandidat000280,Bjarne Kristian Widsteen,2007,dem,54,52,Ikke valgt,0,0,306000,0.11,Demokratene,0,NA,0,0,0,0,0
kandidat000281,Bjarne Kristoffersen,2011,sv,46,38,Ikke valgt,91,6,19477,6.28,Sosialistisk Venstreparti,97,2011-09-12,150,4.61295282068604,5,520,515
kandidat000282,Bjarne Kristoffersen,2015,sv,26,16,Ikke valgt,209,31,17445,5.44,Sosialistisk Venstreparti,240,2015-09-14,218,5.66879517574462,13,738,725
kandidat000283,Bjarne Mork,2007,dem,51,41,Ikke valgt,0,0,306000,0.11,Demokratene,0,2007-09-10,4,0.190875572435063,1,21,20
kandidat000284,Bjarne Ødegaard,2007,h,21,64,Vara,661,56,68475,25.19,Høyre,717,2007-09-10,170,11.6636388209416,22,223,201
kandidat000285,Bjørg Karlsen,2015,pp,15,18,Ikke valgt,16,2,1169,0.36,Pensjonistpartiet,18,2015-09-14,138,3.40109749117349,5,318,313
kandidat000286,Bjørg Sandkjær,2015,sp,6,6,Ikke valgt,55,26,1926,0.6,Senterpartiet,81,2015-09-14,38,0.101782358097438,0,47,47
kandidat000287,Bjørg Vårvik,2007,sp,39,34,Ikke valgt,8,2,2189,0.81,Senterpartiet,10,2007-09-10,1,0.00492712315397501,0,5,5
kandidat000288,Bjørn Aagenæs,2007,osby,59,51,Ikke valgt,1,4,1466,0.54,Oslo Byaksjon,5,2007-09-10,27,0.505350743032005,2,45,43
kandidat000289,Bjørn A. Lundberg,2007,ap,10,7,Valgt,1471,68,81265,29.89,Det norske Arbeiderparti,1539,2007-09-10,2,8.33646086067742e-05,0,4,4
kandidat000290,Bjørn A. Lundberg,2011,ap,23,12,Vara,1125,42,102707,33.1,Det norske Arbeiderparti,1167,2011-09-12,3,0.97726416834365,1,7,6
kandidat000291,Bjørnar Bakker,2007,sp,50,38,Ikke valgt,5,1,2189,0.81,Senterpartiet,6,2007-09-10,1,0.00492712315397501,0,2,2
kandidat000292,Bjørnar Moxnes,2007,rv,4,6,Vara,499,112,14131,5.2,Rød Valgallianse,611,2007-09-10,298,1.09107976738917,1,310,309
kandidat000293,Bjørnar Moxnes,2011,rv,1,1,Valgt,2011,1166,11257,3.63,Rødt,3177,2011-09-12,766,100.585812679096,158,1076,918
kandidat000294,Bjørnar Moxnes,2015,rv,1,1,Valgt,5533,3118,16174,5.05,Rødt,8651,2015-09-14,7359,412.210501031428,685,8435,7750
kandidat000295,Bjørn Borge-Lunde,2007,frp,18,12,Vara,250,7,38873,14.3,Fremskrittspartiet,257,2007-09-10,5,0.219163218272407,1,6,5
kandidat000296,Bjørn Børre Børresen,2007,pp,20,18,Ikke valgt,10,0,1414,0.52,Pensjonistpartiet,10,NA,0,0,0,0,0
kandidat000297,Bjørn Brunstad,2011,mdg,60,53,Ikke valgt,17,2,7653,2.47,Miljøpartiet De Grønne,19,2011-09-12,35,0.417635612938966,2,104,102
kandidat000298,Bjørn Christian Borch,2007,kp,5,11,Ikke valgt,5,4,120000,0.04,Kystpartiet,9,2007-09-10,9,6.61087795110156,8,15,7
kandidat000299,Bjørn Christian Borch,2011,kp,2,2,Ikke valgt,13,6,126000,0.04,Kystpartiet,19,2011-09-12,2,4.85262500963396e-06,0,17,17
kandidat000300,Bjørn Christian Borch,2015,kp,11,3,Ikke valgt,3,3,124,0.04,Kystpartiet,6,2015-09-14,14,4.42743340068128e-07,0,31,31
kandidat000301,Bjørn Gunnar Myhrvold,2015,frp,28,19,Ikke valgt,133,6,19311,6.03,Fremskrittspartiet,139,NA,0,0,0,0,0
kandidat000302,Bjørn Hansen,2011,ap,59,46,Ikke valgt,371,13,102707,33.1,Det norske Arbeiderparti,384,2011-09-12,8333,177.608348998994,402,19837,19435
kandidat000303,Bjørn Helge Loe,2007,dem,6,45,Ikke valgt,1,13,306000,0.11,Demokratene,14,NA,0,0,0,0,0
kandidat000304,Bjørn Lie Fostad,2007,nkp,18,18,Ikke valgt,6,1,203000,0.07,Norges Kommunistiske Parti,7,NA,0,0,0,0,0
kandidat000305,Bjørn Pedersen,2011,pp,26,26,Ikke valgt,9,0,1045,0.34,Pensjonistpartiet,9,2011-09-12,903,20.4378630287991,42,2814,2772
kandidat000306,Bjørn Ragnar Nordengen,2015,rv,64,55,Ikke valgt,38,9,16174,5.05,Rødt,47,NA,0,0,0,0,0
kandidat000307,Bjørn Tore Egeberg,2011,rv,45,27,Ikke valgt,55,5,11257,3.63,Rødt,60,2011-09-12,129,0.993840894137614,6,148,142
kandidat000308,Bjørn Wigernæs,2007,krf,60,60,Ikke valgt,21,2,8368,3.08,Kristelig Folkeparti,23,2007-09-10,2,0.577612055771911,2,14,12
kandidat000309,Bjørn Wigernæs,2015,krf,52,54,Ikke valgt,25,2,7827,2.44,Kristelig Folkeparti,27,2015-09-14,5,1.72239076285684,2,19,17
kandidat000310,Bodil Erichsen,2007,sv,53,55,Ikke valgt,110,4,28701,10.56,Sosialistisk Venstreparti,114,2007-09-10,2,9.45471072269544e-06,0,3,3
kandidat000311,Børge Einrem,2011,sp,16,29,Ikke valgt,15,6,1591,0.51,Senterpartiet,21,2011-09-12,105,0.74457519659456,4,847,843
kandidat000312,Børge Einrem,2015,sp,51,42,Ikke valgt,6,1,1926,0.6,Senterpartiet,7,2015-09-14,91,0.00196176941209726,0,938,938
kandidat000313,Børge Svanstrøm Amundsen,2007,dlf,11,10,Ikke valgt,2,2,127000,0.05,Det Liberale Folkepartiet,4,2007-09-10,3,1.93349027032637e-06,0,10,10
kandidat000314,Boye Ullmann,2007,rv,17,18,Ikke valgt,181,26,14131,5.2,Rød Valgallianse,207,2007-09-10,232,3.07651616231837,9,467,458
kandidat000315,Boye Ullmann,2011,rv,36,44,Ikke valgt,77,8,11257,3.63,Rødt,85,2011-09-12,129,1.07419987209022,1,596,595
kandidat000316,Boye Ullmann,2015,rv,27,59,Ikke valgt,150,22,16174,5.05,Rødt,172,2015-09-14,413,9.13394491551944,17,1009,992
kandidat000317,Brage Baklien,2011,frp,36,31,Ikke valgt,94,9,21852,7.04,Fremskrittspartiet,103,2011-09-12,55,15.0136632827004,22,83,61
kandidat000318,Brage Lie Jor,2015,sv,35,24,Ikke valgt,159,25,17445,5.44,Sosialistisk Venstreparti,184,2015-09-14,4,0.0935742537959078,1,5,4
kandidat000319,Brigitte Andersen Alnæs,2011,v,25,19,Ikke valgt,191,9,25351,8.17,Venstre,200,NA,0,0,0,0,0
kandidat000320,Brit Andreassen,2007,h,5,3,Valgt,2032,62,68475,25.19,Høyre,2094,2007-09-10,133,8.11817473911235,13,242,229
kandidat000321,Brit Parma,2007,pp,21,32,Ikke valgt,8,2,1414,0.52,Pensjonistpartiet,10,NA,0,0,0,0,0
kandidat000322,Brit Parma,2011,pp,28,16,Ikke valgt,6,2,1045,0.34,Pensjonistpartiet,8,NA,0,0,0,0,0
kandidat000323,Brit Rasmussen,2007,kp,17,31,Ikke valgt,1,2,120000,0.04,Kystpartiet,3,2007-09-10,5,1.00795904300039,2,7,5
kandidat000324,Britt Bekkedal,2007,sv,30,31,Ikke valgt,202,20,28701,10.56,Sosialistisk Venstreparti,222,2007-09-10,1,1.6763288749646e-13,0,3,3
kandidat000325,Brit Teien,2007,h,56,58,Ikke valgt,200,2,68475,25.19,Høyre,202,2007-09-10,49,0.284862587476126,1,61,60
kandidat000326,Brit Teien,2011,h,65,60,Ikke valgt,197,7,110776,35.7,Høyre,204,2011-09-12,21,2.15357220040807,3,82,79
kandidat000327,Britt Inglingstad,2011,v,51,41,Ikke valgt,70,17,25351,8.17,Venstre,87,2011-09-12,64,2.53167757155956,6,69,63
kandidat000328,Britt Inglingstad,2015,v,40,37,Ikke valgt,120,6,21986,6.86,Venstre,126,2015-09-14,62,2.00054851453861,3,131,128
kandidat000329,Brynjar Selseth,2007,sfp,13,18,Ikke valgt,5,2,129000,0.05,Samfunnspartiet,7,NA,0,0,0,0,0
kandidat000330,Camilla Carlsson,2011,sp,18,19,Ikke valgt,15,4,1591,0.51,Senterpartiet,19,2011-09-12,8,0.902387124205119,1,39,38
kandidat000331,Camilla Pedersen,2007,da,2,2,Ikke valgt,20,11,191000,0.07,Demokratisk Alternativ for Oslo,31,2007-09-10,110,4.35434004924323,11,218,207
kandidat000332,Camilla Roede Skevik,2011,h,33,49,Vara,639,6,110776,35.7,Høyre,645,2011-09-12,3,3.02858739188349e-09,0,6,6
kandidat000333,Camilla Strandskog,2011,h,34,55,Vara,575,24,110776,35.7,Høyre,599,2011-09-12,37,1.44762734899271,4,41,37
kandidat000334,Camilla Wilhelmsen,2007,frp,14,14,Vara,338,18,38873,14.3,Fremskrittspartiet,356,2007-09-10,30,2.27401381963268,5,39,34
kandidat000335,Camilla Wilhelmsen,2011,frp,7,5,Vara,437,24,21852,7.04,Fremskrittspartiet,461,2011-09-12,170,12.2796029488211,22,209,187
kandidat000336,Camilla Wilhelmsen,2015,frp,2,2,Valgt,1146,169,19311,6.03,Fremskrittspartiet,1315,2015-09-14,699,44.1400400605446,131,908,777
kandidat000337,Carina Vestli Jørgensen,2011,ap,60,57,Ikke valgt,378,5,102707,33.1,Det norske Arbeiderparti,383,2011-09-12,10,0.0108898556517752,0,12,12
kandidat000338,Carina Westberg,2007,mdg,44,42,Ikke valgt,8,0,1687,0.62,Miljøpartiet De Grønne,8,2007-09-10,15,0.0731102843700785,0,16,16
kandidat000339,Carl Christian Blich,2007,h,13,17,Valgt,1536,47,68475,25.19,Høyre,1583,2007-09-10,464,0.868872435133276,2,626,624
kandidat000340,Carl Christian Blich,2011,h,12,17,Valgt,1766,60,110776,35.7,Høyre,1826,2011-09-12,150,4.69245000570516,9,776,767
kandidat000341,Carl-Henrik Bastiansen,2011,h,20,15,Valgt,868,62,110776,35.7,Høyre,930,2011-09-12,19,0.955879222770349,1,29,28
kandidat000342,Carl-Henrik Bastiansen,2015,h,31,21,Vara,631,31,101882,31.8,Høyre,662,2015-09-14,32,0.843775311795232,2,61,59
kandidat000343,Carl I Hagen,2015,frp,1,1,Valgt,5463,360,19311,6.03,Fremskrittspartiet,5823,NA,0,0,0,0,0
kandidat000344,Carl I. Hagen,2011,frp,1,1,Valgt,5125,293,21852,7.04,Fremskrittspartiet,5418,2011-09-12,25277,1928.66661477717,3747,78594,74847
kandidat000345,Carl-Magnus Fossum,2011,mdg,53,41,Ikke valgt,28,1,7653,2.47,Miljøpartiet De Grønne,29,2011-09-12,9,0.066479488088252,0,14,14
