id,kandidat,valg,parti,rangering,rangering_original,valgt,personstemmer,slengere,partistemmer,partiprosent,parti_original,count,election,total_hits,decay,hits_after_list_public,cum_hits,hits_before_list_public
kandidat000000,Aage Johan Sundvor,2007,dem,21,15,Ikke valgt,2,1,306000,0.11,Demokratene,3,NA,0,0,0,0,0
kandidat000001,Aamir J. Sheikh,2007,h,19,50,Vara,621,128,68475,25.19,Høyre,749,2007-09-10,97,2.10763902262162,3,181,178
kandidat000002,Abdullah Alsabeehg,2011,ap,3,6,Valgt,3918,123,102707,33.1,Det norske Arbeiderparti,4041,2011-09-12,172,10.2128905868048,18,175,157
kandidat000003,Abdullah Alsabeehg,2015,ap,15,13,Valgt,3656,140,102431,31.97,Arbeiderpartiet,3796,2015-09-14,758,44.5919971594047,66,933,867
kandidat000004,Abel Ole Østerberg,2011,krf,54,55,Ikke valgt,21,2,7571,2.44,Kristelig Folkeparti,23,NA,0,0,0,0,0
kandidat000005,Abel Østerberg,2015,krf,53,55,Ikke valgt,24,2,7827,2.44,Kristelig Folkeparti,26,NA,0,0,0,0,0
kandidat000006,Ada Molne Kjøllesdal,2011,frp,34,23,Ikke valgt,102,7,21852,7.04,Fremskrittspartiet,109,2011-09-12,53,4.57719311066468,0,55,55
kandidat000007,Adam Reiremo,2015,sv,49,38,Ikke valgt,97,11,17445,5.44,Sosialistisk Venstreparti,108,2015-09-14,33,0.183047112488241,1,91,90
kandidat000008,Adam Tumidajewicz,2015,mdg,32,12,Ikke valgt,206,22,26096,8.14,Miljøpartiet De Grønne,228,2015-09-14,13,1.24851838342799,2,87,85
kandidat000009,Adrian Larsen Steinbø,2015,nkp,6,3,Ikke valgt,16,7,240,0.07,Norges Kommunistiske Parti,23,NA,0,0,0,0,0
kandidat000010,Aga Sadlowska,2011,h,59,47,Ikke valgt,247,5,110776,35.7,Høyre,252,2011-09-12,21,0.851952078202158,2,21,19
kandidat000011,Aga Sadlowska,2015,h,49,34,Ikke valgt,390,22,101882,31.8,Høyre,412,2015-09-14,13,0.564988372691471,1,34,33
kandidat000012,Åge Breimo,2007,sfp,18,17,Ikke valgt,3,1,129000,0.05,Samfunnspartiet,4,2007-09-10,3,1.54436134759095e-13,0,3,3
kandidat000013,Agnar Bjarne Thesen,2007,kp,40,39,Ikke valgt,1,0,120000,0.04,Kystpartiet,1,NA,0,0,0,0,0
kandidat000014,Agnar Blom,2007,dem,11,11,Ikke valgt,5,3,306000,0.11,Demokratene,8,2007-09-10,17,0.0502937065411178,0,21,21
kandidat000015,Agnes Arnadottir,2015,v,14,17,Ikke valgt,311,38,21986,6.86,Venstre,349,2015-09-14,98,0.7693633909093,1,99,98
kandidat000016,Agnes Nærland Viljugrein,2015,ap,50,48,Ikke valgt,656,92,102431,31.97,Arbeiderpartiet,748,2015-09-14,61,2.98230897858896,3,62,59
kandidat000017,Ahmed Ali Wais,2007,ap,13,15,Valgt,1646,81,81265,29.89,Det norske Arbeiderparti,1727,2007-09-10,24,0.913540246815424,1,26,25
kandidat000018,Aina Nesmoen,2011,mdg,25,34,Ikke valgt,51,4,7653,2.47,Miljøpartiet De Grønne,55,2011-09-12,1,0.000567085767638304,0,3,3
kandidat000019,Aina Stenersen,2011,frp,6,8,Vara,443,36,21852,7.04,Fremskrittspartiet,479,2011-09-12,245,27.0426887611029,43,250,207
kandidat000020,Aina Stenersen,2015,frp,5,7,Vara,481,42,19311,6.03,Fremskrittspartiet,523,2015-09-14,896,32.9723246921861,52,1146,1094
kandidat000021,Aisha Naz Bhatti,2015,sp,1,1,Ikke valgt,358,325,1926,0.6,Senterpartiet,683,2015-09-14,153,56.7115795427101,101,153,52
kandidat000022,Akhtar Chaudhry,2007,sv,1,3,Valgt,3600,412,28701,10.56,Sosialistisk Venstreparti,4012,2007-09-10,1369,55.8474269533203,107,1593,1486
kandidat000023,Aksel Eide-Fredriksen,2007,mdg,56,45,Ikke valgt,5,0,1687,0.62,Miljøpartiet De Grønne,5,NA,0,0,0,0,0
kandidat000024,Aksel Fridstrøm,2011,h,39,25,Vara,497,18,110776,35.7,Høyre,515,2011-09-12,29,1.63660351283625,2,37,35
kandidat000025,Aksel Fridstrøm,2015,h,28,18,Vara,704,25,101882,31.8,Høyre,729,2015-09-14,16,0.976736471766255,1,53,52
kandidat000026,Aksel Jakobsen,2007,krf,52,40,Ikke valgt,25,0,8368,3.08,Kristelig Folkeparti,25,2007-09-10,141,0.884043291264363,2,155,153
kandidat000027,Aksel Torsnes Mehlum,2007,sp,8,23,Ikke valgt,31,32,2189,0.81,Senterpartiet,63,2007-09-10,8,0.932912783220473,3,9,6
kandidat000028,Aksel Torsnes Mehlum,2011,sp,8,12,Ikke valgt,23,33,1591,0.51,Senterpartiet,56,2011-09-12,10,1.19595642743162,2,19,17
kandidat000029,Aksel Torsnes Mehlum,2015,sp,12,50,Ikke valgt,27,21,1926,0.6,Senterpartiet,48,2015-09-14,11,4.65828933627623,6,30,24
kandidat000030,Aled Dilwyn Fisher,2015,rv,61,45,Ikke valgt,57,6,16174,5.05,Rødt,63,2015-09-14,13,1.1198656098111,1,13,12
kandidat000031,Aleksandra Witczak Haugstad,2015,h,42,54,Ikke valgt,459,12,101882,31.8,Høyre,471,2015-09-14,13,0.013930494781103,0,20,20
kandidat000032,Alette Elvenes,2007,mdg,3,4,Ikke valgt,100,79,1687,0.62,Miljøpartiet De Grønne,179,NA,0,0,0,0,0
kandidat000033,Alette Elvenes,2011,mdg,22,24,Ikke valgt,59,6,7653,2.47,Miljøpartiet De Grønne,65,2011-09-12,6,1.60575643782667,2,6,4
kandidat000034,Alexa Døving,2007,osby,43,50,Ikke valgt,8,4,1466,0.54,Oslo Byaksjon,12,2007-09-10,93,0.414038118685204,0,104,104
kandidat000035,Alexander Calapini-Solberg,2007,kp,13,12,Ikke valgt,3,0,120000,0.04,Kystpartiet,3,NA,0,0,0,0,0
kandidat000036,Alexander Melli,2015,mdg,60,52,Ikke valgt,93,11,26096,8.14,Miljøpartiet De Grønne,104,2015-09-14,4,1.14705796652256e-07,0,39,39
kandidat000037,Alexander Thomas Melli,2011,mdg,52,57,Ikke valgt,29,1,7653,2.47,Miljøpartiet De Grønne,30,NA,0,0,0,0,0
kandidat000038,Alice Aarebrodt,2015,h,45,56,Ikke valgt,432,12,101882,31.8,Høyre,444,2015-09-14,9,1.72904548983681,4,10,6
kandidat000039,Alice Reite,2007,mdg,42,40,Ikke valgt,5,3,1687,0.62,Miljøpartiet De Grønne,8,2007-09-10,3,2.7382063159905e-07,0,24,24
kandidat000040,Alice Reite,2011,mdg,29,16,Ikke valgt,38,12,7653,2.47,Miljøpartiet De Grønne,50,2011-09-12,1,2.51645440824311e-10,0,25,25
kandidat000041,Ali Mirahmadi,2015,rv,51,36,Ikke valgt,92,9,16174,5.05,Rødt,101,2015-09-14,9,1.84560756399207,2,10,8
kandidat000042,Alvhild Hedstein,2007,v,45,38,Ikke valgt,133,13,23703,8.72,Venstre,146,2007-09-10,406,24.4618784139284,72,513,441
kandidat000043,Alvhild Hedstein,2011,v,35,36,Ikke valgt,126,7,25351,8.17,Venstre,133,2011-09-12,801,8.26652566628413,15,1314,1299
kandidat000044,Amanda Steggell,2007,osby,52,55,Ikke valgt,9,0,1466,0.54,Oslo Byaksjon,9,2007-09-10,25,0.266198475652355,1,45,44
kandidat000045,Amin Senatorzade,2015,rv,58,49,Ikke valgt,69,4,16174,5.05,Rødt,73,2015-09-14,16,0.07545361729117,0,18,18
kandidat000046,Amir Torkamanipour,2011,rv,35,30,Ikke valgt,80,8,11257,3.63,Rødt,88,2011-09-12,6,1.23727767217857e-06,0,6,6
kandidat000047,Anders Cameroon Dale,2007,mdg,39,51,Ikke valgt,4,6,1687,0.62,Miljøpartiet De Grønne,10,NA,0,0,0,0,0
kandidat000048,Anders Døvre,2011,dem,6,5,Ikke valgt,5,3,214000,0.07,Demokratene i Norge,8,2011-09-12,3,3.64500256842763e-05,0,3,3
kandidat000049,Anders Gaasland,2007,v,43,36,Ikke valgt,137,20,23703,8.72,Venstre,157,2007-09-10,5,0.182318704816304,1,19,18
kandidat000050,Anders Greif Mathisen,2007,ap,37,27,Vara,581,21,81265,29.89,Det norske Arbeiderparti,602,2007-09-10,5,0.981867265200236,3,166,163
kandidat000051,Anders Imenes,2011,mdg,21,19,Ikke valgt,52,13,7653,2.47,Miljøpartiet De Grønne,65,2011-09-12,18,1.04735795792256,2,55,53
kandidat000052,Anders Mathisen Bergsaker,2011,v,10,7,Vara,383,23,25351,8.17,Venstre,406,NA,0,0,0,0,0
kandidat000053,Anders Røberg-Larsen,2011,ap,6,8,Valgt,2486,60,102707,33.1,Det norske Arbeiderparti,2546,2011-09-12,487,19.0861412375865,38,541,503
kandidat000054,Anders Røberg-Larsen,2015,ap,4,5,Valgt,3035,96,102431,31.97,Arbeiderpartiet,3131,2015-09-14,598,23.3638849357643,37,1139,1102
kandidat000055,Anders Skyrud Danielsen,2015,mdg,53,32,Ikke valgt,122,8,26096,8.14,Miljøpartiet De Grønne,130,2015-09-14,60,3.27797636599665,5,63,58
kandidat000056,Anders Wiggo Borglund,2011,pp,12,24,Ikke valgt,16,0,1045,0.34,Pensjonistpartiet,16,NA,0,0,0,0,0
kandidat000057,Andreas Behring,2007,sv,9,7,Vara,676,83,28701,10.56,Sosialistisk Venstreparti,759,2007-09-10,328,37.3831045475137,86,333,247
kandidat000058,Andreas Behring,2011,sv,5,2,Vara,884,234,19477,6.28,Sosialistisk Venstreparti,1118,2011-09-12,622,79.4773741108026,157,955,798
kandidat000059,Andreas Borud,2015,sv,9,10,Vara,486,166,17445,5.44,Sosialistisk Venstreparti,652,2015-09-14,261,1.00745550535793,1,445,444
kandidat000060,Andreas Delsett,2011,rv,28,20,Ikke valgt,96,18,11257,3.63,Rødt,114,2011-09-12,103,0.193696598611019,0,113,113
kandidat000061,Andreas Halse,2007,ap,17,11,Valgt,1279,64,81265,29.89,Det norske Arbeiderparti,1343,2007-09-10,29,1.35104339082652,3,65,62
kandidat000062,Andreas Halse,2011,ap,8,4,Valgt,2237,94,102707,33.1,Det norske Arbeiderparti,2331,2011-09-12,366,12.8608334262101,20,431,411
kandidat000063,Andreas Halse,2015,ap,9,7,Valgt,2045,99,102431,31.97,Arbeiderpartiet,2144,2015-09-14,2805,46.2535649911304,74,3236,3162
kandidat000064,Andreas Haug Løland,2011,krf,43,42,Ikke valgt,49,0,7571,2.44,Kristelig Folkeparti,49,2011-09-12,11,0.656271836253587,1,12,11
kandidat000065,Andreas Magnus,2011,krf,18,45,Ikke valgt,131,3,7571,2.44,Kristelig Folkeparti,134,2011-09-12,33,1.46068343882528,3,432,429
kandidat000066,Andreas Olsen,2015,ap,39,45,Vara,1077,60,102431,31.97,Arbeiderpartiet,1137,2015-09-14,900,31.1694014152386,95,2229,2134
kandidat000067,Andreas Skjæret,2015,v,33,51,Ikke valgt,141,13,21986,6.86,Venstre,154,2015-09-14,135,1.70612754373245,2,146,144
kandidat000068,Andreas Strandskog,2011,h,45,54,Vara,436,8,110776,35.7,Høyre,444,2011-09-12,11,3.20150801650143,7,11,4
kandidat000069,Andreas Svoor,2015,frp,15,14,Ikke valgt,206,18,19311,6.03,Fremskrittspartiet,224,2015-09-14,16,0.0225058054067777,0,21,21
kandidat000070,Andreas Tinglum,2007,sv,50,36,Ikke valgt,118,3,28701,10.56,Sosialistisk Venstreparti,121,2007-09-10,8,8.98298103714319e-06,0,12,12
kandidat000071,Andreas Tinglum,2011,sv,49,42,Ikke valgt,83,5,19477,6.28,Sosialistisk Venstreparti,88,2011-09-12,11,3.11476510980173e-05,0,23,23
kandidat000072,Andreas Vaa Bermann,2007,osby,24,12,Ikke valgt,14,11,1466,0.54,Oslo Byaksjon,25,2007-09-10,15,0.0335507311468398,0,18,18
kandidat000073,Andrea Tveeikrem Strømskag,2015,sv,33,31,Ikke valgt,197,8,17445,5.44,Sosialistisk Venstreparti,205,2015-09-14,2,1.08338954376751e-08,0,4,4
kandidat000074,Andrè Gausen,2011,kp,16,9,Ikke valgt,2,0,126000,0.04,Kystpartiet,2,2011-09-12,1,8.58147842208601e-13,0,2,2
kandidat000075,Andrè Gausen,2015,kp,4,6,Ikke valgt,12,2,124,0.04,Kystpartiet,14,2015-09-14,1,1.44522618242707e-09,0,3,3
kandidat000076,Andrew Kroglund,2015,mdg,33,24,Ikke valgt,197,24,26096,8.14,Miljøpartiet De Grønne,221,2015-09-14,323,10.9614375556535,22,581,559
kandidat000077,Ane Hansdatter Kismul,2011,sp,3,3,Ikke valgt,84,51,1591,0.51,Senterpartiet,135,2011-09-12,243,3.04850419213597,5,2424,2419
kandidat000078,Ane Hansdatter Kismul,2015,sp,35,51,Ikke valgt,15,2,1926,0.6,Senterpartiet,17,2015-09-14,619,0.312302823908577,1,3043,3042
kandidat000079,Ane Margrete Wigers,2015,v,57,63,Ikke valgt,84,3,21986,6.86,Venstre,87,2015-09-14,2,6.05866633430367e-15,0,10,10
kandidat000080,Anett Andreassen,2007,da,4,4,Ikke valgt,16,7,191000,0.07,Demokratisk Alternativ for Oslo,23,2007-09-10,3,0.000145099982518268,0,3,3
kandidat000081,Anette Hjertø,2007,h,41,33,Ikke valgt,324,9,68475,25.19,Høyre,333,NA,0,0,0,0,0
kandidat000082,Anette Wiig Bryn,2007,frp,4,5,Valgt,1005,79,38873,14.3,Fremskrittspartiet,1084,2007-09-10,1622,136.9445948663,169,1634,1465
kandidat000083,Ane Willumsen,2007,v,6,6,Vara,1020,165,23703,8.72,Venstre,1185,2007-09-10,274,0.691711748539682,1,378,377
kandidat000084,Anfinn Bernaas,2007,sp,48,40,Ikke valgt,6,1,2189,0.81,Senterpartiet,7,2007-09-10,9,0.954898075759619,1,16,15
kandidat000085,Angelika Liepelt,2007,ksp,8,6,Ikke valgt,5,2,158000,0.06,Kristent Samlingsparti,7,NA,0,0,0,0,0
kandidat000086,Anita Lie,2015,rv,44,44,Ikke valgt,107,8,16174,5.05,Rødt,115,2015-09-14,61,0.840325688451482,5,133,128
kandidat000087,Anita Ma,2011,krf,41,44,Ikke valgt,47,4,7571,2.44,Kristelig Folkeparti,51,2011-09-12,1,1.24631513025666e-14,0,1,1
kandidat000088,Anita Ma,2015,krf,48,35,Ikke valgt,29,0,7827,2.44,Kristelig Folkeparti,29,NA,0,0,0,0,0
kandidat000089,Anita Sundal Skjøstad,2015,h,55,46,Ikke valgt,331,2,101882,31.8,Høyre,333,2015-09-14,22,3.11938957556545,6,36,30
kandidat000090,Anita Wold,2015,v,43,64,Ikke valgt,106,17,21986,6.86,Venstre,123,2015-09-14,44,1.58358553866556,4,154,150
kandidat000091,Anja Askeland,2011,mdg,43,36,Ikke valgt,34,5,7653,2.47,Miljøpartiet De Grønne,39,2011-09-12,10,0.1625134144248,1,14,13
kandidat000092,Anka Ødegaardshaugen,2011,rv,57,58,Ikke valgt,36,2,11257,3.63,Rødt,38,2011-09-12,62,0.645971774766333,1,75,74
kandidat000093,Anna Blix,2007,rv,24,26,Ikke valgt,135,13,14131,5.2,Rød Valgallianse,148,2007-09-10,14,0.0281698306523959,0,21,21
kandidat000094,Anna-Karin Hopen,2007,kp,6,3,Ikke valgt,7,1,120000,0.04,Kystpartiet,8,NA,0,0,0,0,0
kandidat000095,Anna Olavsdatter Buverud,2007,v,38,29,Ikke valgt,177,5,23703,8.72,Venstre,182,2007-09-10,1,0.91210514954509,1,1,0
kandidat000096,Anna Olavsdotter Kolberg Buverud,2011,v,31,29,Ikke valgt,143,14,25351,8.17,Venstre,157,2011-09-12,2,1.55293576364748,2,2,0
kandidat000097,Anna Regina Jenssen,2015,sp,22,24,Ikke valgt,25,2,1926,0.6,Senterpartiet,27,NA,0,0,0,0,0
kandidat000098,Anna-Sabina Soggiu,2011,sv,20,33,Ikke valgt,208,39,19477,6.28,Sosialistisk Venstreparti,247,2011-09-12,29,7.19580508752581,12,29,17
kandidat000099,Ann Bente Bergersen,2011,dem,13,8,Ikke valgt,5,1,214000,0.07,Demokratene i Norge,6,2011-09-12,1,1.05823900325618e-13,0,2,2
kandidat000100,Anne Beate Hovind,2007,osby,8,7,Ikke valgt,49,18,1466,0.54,Oslo Byaksjon,67,2007-09-10,29,0.924933312377524,1,67,66
kandidat000101,Anne Bjerke,2007,v,29,25,Ikke valgt,201,11,23703,8.72,Venstre,212,2007-09-10,17,1.10121853002845,3,31,28
kandidat000102,Anne Bjerke,2015,v,23,23,Ikke valgt,171,24,21986,6.86,Venstre,195,2015-09-14,73,2.67321937352752,6,160,154
kandidat000103,Anne Brinch Skaara,2007,mdg,29,20,Ikke valgt,15,2,1687,0.62,Miljøpartiet De Grønne,17,2007-09-10,9,0.3898299296624,2,21,19
kandidat000104,Anne Brinch Skaara,2011,mdg,28,32,Ikke valgt,46,5,7653,2.47,Miljøpartiet De Grønne,51,2011-09-12,13,0.00518348342873783,0,34,34
kandidat000105,Anne-Britt Gran,2007,osby,7,10,Ikke valgt,46,28,1466,0.54,Oslo Byaksjon,74,2007-09-10,93,1.77355577288387,6,163,157
kandidat000106,Anne-Catherin Gonzales,2011,nkp,2,2,Ikke valgt,21,8,210000,0.07,Norges Kommunistiske Parti,29,2011-09-12,2,0.589193873612947,1,2,1
kandidat000107,Anne-Catherin Gonzales,2015,nkp,3,4,Ikke valgt,23,7,240,0.07,Norges Kommunistiske Parti,30,2015-09-14,6,1.8507411163978e-14,0,8,8
kandidat000108,Anne Cathrine Berger,2007,ap,27,32,Vara,839,22,81265,29.89,Det norske Arbeiderparti,861,2007-09-10,40,3.57257499037978,7,52,45
kandidat000109,Anne Cathrine Berger,2011,ap,21,15,Vara,1311,49,102707,33.1,Det norske Arbeiderparti,1360,2011-09-12,171,3.32592204444369,8,223,215
kandidat000110,Anne Dubrau,2015,mdg,37,57,Ikke valgt,176,15,26096,8.14,Miljøpartiet De Grønne,191,2015-09-14,161,2.28930087531065,4,161,157
kandidat000111,Anne Ebbing,2007,sv,40,57,Ikke valgt,142,12,28701,10.56,Sosialistisk Venstreparti,154,2007-09-10,7,1.99737684358518e-06,0,15,15
kandidat000112,Anne Haabeth Rygg,2007,h,8,7,Valgt,1432,52,68475,25.19,Høyre,1484,2007-09-10,129,0.537409138065983,1,132,131
kandidat000113,Anne Hege Tangen,2007,rv,42,29,Ikke valgt,64,4,14131,5.2,Rød Valgallianse,68,2007-09-10,5,1.68857575449071,2,10,8
kandidat000114,Anne Helen Hjelmerud,2015,frp,23,26,Ikke valgt,158,7,19311,6.03,Fremskrittspartiet,165,2015-09-14,15,2.03109740590456,3,38,35
kandidat000115,Anne Hollerud,2007,v,50,39,Ikke valgt,116,7,23703,8.72,Venstre,123,2007-09-10,2,2.65006244400094e-11,0,2,2
kandidat000116,Anne Ingebjørg Enge,2007,sp,23,14,Ikke valgt,21,0,2189,0.81,Senterpartiet,21,2007-09-10,9,0.432451831175056,1,14,13
kandidat000117,Anne Ingebjørg Enge,2011,sp,31,30,Ikke valgt,12,1,1591,0.51,Senterpartiet,13,2011-09-12,6,0.00567544137518025,0,20,20
kandidat000118,Anne Ingebjørg Enge,2015,sp,33,28,Ikke valgt,16,2,1926,0.6,Senterpartiet,18,2015-09-14,4,1.19555656115058e-09,0,24,24
kandidat000119,Anne-Karin Kjeldset,2007,v,58,44,Ikke valgt,96,2,23703,8.72,Venstre,98,2007-09-10,8,3.72919214022947,6,10,4
kandidat000120,Anne Karin Nygård,2007,ap,50,48,Ikke valgt,393,7,81265,29.89,Det norske Arbeiderparti,400,2007-09-10,48,4.23969897200024,8,68,60
kandidat000121,Anne-Lise Bergenheim,2007,v,28,22,Ikke valgt,207,9,23703,8.72,Venstre,216,2007-09-10,107,0.271010597199593,0,241,241
kandidat000122,Annelise Høegh,2007,h,3,5,Valgt,3732,190,68475,25.19,Høyre,3922,2007-09-10,293,12.9455481522933,24,2292,2268
kandidat000123,Annelise Høegh,2011,h,3,7,Valgt,2209,59,110776,35.7,Høyre,2268,2011-09-12,267,9.66980110490881,18,2559,2541
kandidat000124,Anne-Liv Gamlem,2007,ksp,1,1,Ikke valgt,18,15,158000,0.06,Kristent Samlingsparti,33,2007-09-10,59,4.41103480323592,19,70,51
kandidat000125,Anne-Liv Gamlem,2011,ksp,2,2,Ikke valgt,27,10,235000,0.08,Kristent Samlingsparti,37,2011-09-12,13,3.12689272081927,4,83,79
kandidat000126,Anne Louise Hübert,2007,krf,33,38,Ikke valgt,40,3,8368,3.08,Kristelig Folkeparti,43,2007-09-10,23,3.33284028637726,6,23,17
kandidat000127,Anne Louise Hübert,2011,krf,21,39,Ikke valgt,116,4,7571,2.44,Kristelig Folkeparti,120,2011-09-12,62,14.9132224590183,23,85,62
kandidat000128,Ann Elseth,2011,frp,33,27,Ikke valgt,103,7,21852,7.04,Fremskrittspartiet,110,2011-09-12,11,0.0503992167197065,0,20,20
kandidat000129,Anne Margrete Halvorsen,2011,sp,14,9,Ikke valgt,11,13,1591,0.51,Senterpartiet,24,2011-09-12,9,0.726626968786365,1,19,18
kandidat000130,Anne Mari Borg,2015,dem,2,5,Ikke valgt,69,2,740,0.23,Demokratene i Norge,71,NA,0,0,0,0,0
kandidat000131,Anne-Mari Borg,2011,pp,8,10,Ikke valgt,18,3,1045,0.34,Pensjonistpartiet,21,2011-09-12,1,1.19923127092213e-08,0,1,1
kandidat000132,Anne Marie Aanerud,2015,sp,31,32,Ikke valgt,18,1,1926,0.6,Senterpartiet,19,2015-09-14,216,2.65377700823698,5,219,214
kandidat000133,Anne Marie Leirfall,2007,sp,13,19,Ikke valgt,31,5,2189,0.81,Senterpartiet,36,2007-09-10,7,0.00496396597833956,0,36,36
kandidat000134,Anne Marie Leirfall,2011,sp,48,40,Ikke valgt,8,0,1591,0.51,Senterpartiet,8,2011-09-12,11,0.341757651855024,2,47,45
kandidat000135,Anne Marie Leirfall,2015,sp,18,19,Ikke valgt,36,1,1926,0.6,Senterpartiet,37,2015-09-14,4,3.13308633104207e-06,0,51,51
kandidat000136,Anne Nyeggen,2011,ap,53,63,Ikke valgt,403,33,102707,33.1,Det norske Arbeiderparti,436,2011-09-12,109,3.09014370673232,7,263,256
kandidat000137,Anne Nyeggen,2015,ap,46,34,Ikke valgt,811,36,102431,31.97,Arbeiderpartiet,847,2015-09-14,138,3.14499341507287,8,401,393
kandidat000138,Anne Siri Koksrud,2011,v,33,45,Ikke valgt,133,12,25351,8.17,Venstre,145,2011-09-12,73,12.1214087060895,32,73,41
kandidat000139,Anne Siri Koksrud Bekkelund,2015,v,17,21,Ikke valgt,247,22,21986,6.86,Venstre,269,2015-09-14,159,1.04853867224878,1,159,158
kandidat000140,Anne-Turid Steinsvik,2007,h,49,55,Ikke valgt,235,7,68475,25.19,Høyre,242,2007-09-10,8,0.813480701880094,1,22,21
kandidat000141,Anniken Harlem Thorsen,2011,sv,22,13,Ikke valgt,204,18,19477,6.28,Sosialistisk Venstreparti,222,2011-09-12,2,4.44001492766068e-06,0,2,2
kandidat000142,Anniken Hauglie,2011,h,9,9,Valgt,1252,40,110776,35.7,Høyre,1292,2011-09-12,556,51.647799724874,98,613,515
kandidat000143,Anni Onsager,2011,mdg,64,60,Ikke valgt,15,0,7653,2.47,Miljøpartiet De Grønne,15,2011-09-12,7,0.000251763041473391,0,80,80
kandidat000144,Ann-Katrin Vemer Krogh,2007,dem,2,2,Ikke valgt,26,5,306000,0.11,Demokratene,31,NA,0,0,0,0,0
kandidat000145,Ann-Mari Røng,2007,krf,23,18,Ikke valgt,56,11,8368,3.08,Kristelig Folkeparti,67,2007-09-10,1,0.676380156039289,1,8,7
kandidat000146,Ann-Mari Røng,2011,krf,30,16,Ikke valgt,67,10,7571,2.44,Kristelig Folkeparti,77,2011-09-12,4,1.72331560416759,3,12,9
kandidat000147,Aref Joian,2007,rv,51,55,Ikke valgt,36,4,14131,5.2,Rød Valgallianse,40,2007-09-10,6,0.000156326766020591,0,6,6
kandidat000148,Arild Andersson,2007,h,28,11,Vara,528,14,68475,25.19,Høyre,542,2007-09-10,56,4.26622274430945,9,64,55
kandidat000149,Arild Knutsen,2007,osby,4,9,Ikke valgt,94,68,1466,0.54,Oslo Byaksjon,162,2007-09-10,343,20.2140549948902,48,527,479
kandidat000150,Arild Sverstad Haug,2015,sv,55,32,Ikke valgt,51,3,17445,5.44,Sosialistisk Venstreparti,54,2015-09-14,2,0,0,5,5
kandidat000151,Arild T. Aukrust,2007,h,30,14,Vara,462,8,68475,25.19,Høyre,470,2007-09-10,1,0.91210514954509,1,1,0
kandidat000152,Aril Ringerike,2007,ksp,7,5,Ikke valgt,7,2,158000,0.06,Kristent Samlingsparti,9,NA,0,0,0,0,0
kandidat000153,Arne Aarsæther,2007,sfp,11,4,Ikke valgt,6,1,129000,0.05,Samfunnspartiet,7,2007-09-10,2,0.794533779346954,1,10,9
kandidat000154,Arne Bye,2007,pp,32,23,Ikke valgt,5,1,1414,0.52,Pensjonistpartiet,6,2007-09-10,126,2.22009564570273,5,485,480
kandidat000155,Arne Bye,2011,pp,11,12,Ikke valgt,13,4,1045,0.34,Pensjonistpartiet,17,2011-09-12,368,3.32143087463334,11,853,842
kandidat000156,Arne Herman Rolijordet,2007,rv,57,61,Ikke valgt,32,3,14131,5.2,Rød Valgallianse,35,2007-09-10,7,0.0524097370134576,0,7,7
kandidat000157,Arne Herman Rolijordet,2011,rv,56,38,Ikke valgt,38,2,11257,3.63,Rødt,40,2011-09-12,1,0.977262483773277,1,8,7
kandidat000158,Arne Johan Valen-Sendstad,2007,osby,35,44,Ikke valgt,12,6,1466,0.54,Oslo Byaksjon,18,2007-09-10,1,1.9640744487877e-12,0,1,1
kandidat000159,Arne Jørgensen,2007,nkp,5,10,Ikke valgt,8,11,203000,0.07,Norges Kommunistiske Parti,19,2007-09-10,230,12.1578202687423,34,862,828
kandidat000160,Arne Jørgensen,2011,nkp,7,15,Ikke valgt,15,3,210000,0.07,Norges Kommunistiske Parti,18,2011-09-12,817,38.8548105315043,80,1679,1599
kandidat000161,Arne Jørgensen,2015,nkp,4,13,Ikke valgt,18,12,240,0.07,Norges Kommunistiske Parti,30,2015-09-14,1612,22.2947609771328,50,3291,3241
kandidat000162,Arne Løining,2007,mdg,1,1,Ikke valgt,252,299,1687,0.62,Miljøpartiet De Grønne,551,2007-09-10,3,2.2561110680776,3,5,2
kandidat000163,Arne Næss,2007,mdg,11,65,Ikke valgt,75,28,1687,0.62,Miljøpartiet De Grønne,103,2007-09-10,3001,111.455483819024,269,7156,6887
kandidat000164,Arne Rolijordet,2015,rv,40,21,Ikke valgt,120,6,16174,5.05,Rødt,126,2015-09-14,44,0.301060023212181,1,299,298
kandidat000165,Arne Styhr,2011,dem,21,28,Ikke valgt,3,0,214000,0.07,Demokratene i Norge,3,2011-09-12,9,6.94017781576165e-10,0,36,36
kandidat000166,Arne Toften,2007,kp,30,40,Ikke valgt,2,0,120000,0.04,Kystpartiet,2,2007-09-10,36,0.00148886520245932,0,57,57
kandidat000167,Arne Vesterlid,2007,mdg,50,29,Ikke valgt,6,0,1687,0.62,Miljøpartiet De Grønne,6,2007-09-10,5,0.00798734169111973,0,32,32
kandidat000168,Arnfinn Olav Solli,2011,pp,24,22,Ikke valgt,8,2,1045,0.34,Pensjonistpartiet,10,NA,0,0,0,0,0
kandidat000169,Arnfinn Olav Solli,2015,pp,22,22,Ikke valgt,9,0,1169,0.36,Pensjonistpartiet,9,NA,0,0,0,0,0
kandidat000170,Arnt Folgerø,2007,sfp,17,9,Ikke valgt,4,0,129000,0.05,Samfunnspartiet,4,2007-09-10,1143,33.0588992824502,99,3169,3070
kandidat000171,Arshad Mubarak Ali,2015,ap,42,51,Vara,1056,18,102431,31.97,Arbeiderpartiet,1074,2015-09-14,20,0.582519824768146,2,89,87
